result	issues	notes	file
WARN	3	See details	DE_v12_Lawn2024_by_claude_20260127162745.json
WARN	3	See details	DE_v12_Lawn2024_by_codex_20260127111129.json
FAIL	2	See details	DE_v12_Lee2025_by_claude_20260127162954.json
WARN	3	See details	DE_v12_Lee2025_by_codex_20260127111231.json
WARN	3	See details	DE_v12_Leenings2024_by_claude_20260127163055.json
WARN	3	See details	DE_v12_Leenings2024_by_codex_20260127111513.json
WARN	3	See details	DE_v12_Leiberg2023_by_claude_20260127163221.json
WARN	3	See details	DE_v12_Leiberg2023_by_codex_20260127111641.json
WARN	3	See details	DE_v12_Lin2023_by_claude_20260127163351.json
WARN	3	See details	DE_v12_Lin2023_by_codex_20260127111733.json
WARN	3	See details	DE_v12_Lin2024_by_claude_20260127163512.json
WARN	3	See details	DE_v12_Lin2024_by_codex_20260127160831.json
FAIL	2	See details	DE_v12_Little2024_by_claude_20260127163643.json
WARN	3	See details	DE_v12_Little2024_by_codex_20260127160939.json
WARN	3	See details	DE_v12_Little2025_by_claude_20260127163744.json
WARN	3	See details	DE_v12_Little2025_by_codex_20260127161038.json
WARN	3	See details	DE_v12_Liu2024_by_claude_20260127163901.json
WARN	3	See details	DE_v12_Liu2024_by_codex_20260127165311489.json
WARN	3	See details	DE_v12_Looden2022_by_claude_20260127164002.json
WARN	3	See details	DE_v12_Looden2022_by_codex_20260127165351086.json
WARN	3	See details	DE_v12_Loreto2024_by_claude_20260127164112.json
WARN	3	See details	DE_v12_Loreto2024_by_codex_20260127165547761.json
WARN	3	See details	DE_v12_Lv2021_by_claude_20260127164232.json
WARN	3	See details	DE_v12_Lv2021_by_codex_20260127165652130.json
FAIL	2	See details	DE_v12_Ma2024_by_claude_20260127164341.json
WARN	3	See details	DE_v12_Ma2024_by_codex_20260127165746242.json
WARN	3	See details	DE_v12_Mansour2025_by_claude_20260127164505.json
WARN	3	See details	DE_v12_Mansour2025_by_codex_20260127165830564.json
FAIL	2	See details	DE_v12_Mao2025_by_claude_20260127164700.json
WARN	3	See details	DE_v12_Mao2025_by_codex_20260127170010210.json
FAIL	2	See details	DE_v12_Martin2025_by_claude_20260127164754.json
WARN	3	See details	DE_v12_Martin2025_by_codex_20260127170106528.json
WARN	3	See details	DE_v12_Meijer2024_by_claude_20260127164857.json
WARN	3	See details	DE_v12_Meijer2024_by_codex_20260127170221177.json
FAIL	2	See details	DE_v12_Mendes2024_by_claude_20260127165021.json
WARN	3	See details	DE_v12_Mendes2024_by_codex_20260127170335398.json
WARN	3	See details	DE_v12_OliveiraSaraiva2023_by_codex_20260127151649.json
WARN	3	See details	DE_v12_OliveiraSaraiva2023_by_gemini_20260122105448.json
WARN	3	See details	DE_v12_Parkes2021_by_codex_20260127151744.json
WARN	3	See details	DE_v12_Parkes2021_by_gemini_20260122105621.json
WARN	3	See details	DE_v12_Pinaya2019_by_codex_20260127151946.json
WARN	3	See details	DE_v12_Pinaya2019_by_gemini_20260122105752.json
WARN	3	See details	DE_v12_Pinaya2021_by_codex_20260127152047.json
WARN	7	See details	DE_v12_Pinaya2021_by_gemini_20260122105913.json
WARN	3	See details	DE_v12_RehakBuckova2025_by_codex_20260127152203.json
WARN	3	See details	DE_v12_Remiszewski2022_by_codex_20260127152308.json
WARN	3	See details	DE_v12_Remiszewski2022_by_gemini_20260122110312.json
WARN	3	See details	DE_v12_Romascano2024_by_codex_20260127152403.json
WARN	3	See details	DE_v12_Romascano2024_by_gemini_20260122110448.json
WARN	3	See details	DE_v12_Rutherford2022_by_codex_20260127152611.json
WARN	3	See details	DE_v12_Rutherford2022_by_gemini_20260122110631.json
WARN	3	See details	DE_v12_Rutherford2023_by_codex_20260127152700.json
WARN	3	See details	DE_v12_Rutherford2023_by_gemini_20260122110821.json
WARN	3	See details	DE_v12_Sampaio2025_by_codex_20260127152841.json
WARN	7	See details	DE_v12_Sampaio2025_by_gemini_20260122110947.json
WARN	3	See details	DE_v12_Savage2024_by_codex_20260127152942.json
WARN	3	See details	DE_v12_Savage2024_by_gemini_20260122111129.json
WARN	3	See details	DE_v12_Segal2023_by_codex_20260127153103.json
WARN	3	See details	DE_v12_Segal2023_by_gemini_20260122111333.json
WARN	3	See details	DE_v12_Segal2025_by_codex_20260127153219.json
WARN	3	See details	DE_v12_Shan2022_by_codex_20260127153308.json
WARN	3	See details	DE_v12_Shan2022_by_gemini_20260122111630.json
WARN	3	See details	DE_v12_Shao2024_by_codex_20260127153358.json
WARN	3	See details	DE_v12_Sun2023_by_codex_20260127153505.json
WARN	3	See details	DE_v12_Sun2023_by_gemini_20260127101908.json
WARN	3	See details	DE_v12_Sun2025_by_codex_20260127153556.json
WARN	3	See details	DE_v12_Sun2025_by_gemini_20260127102107.json
WARN	3	See details	DE_v12_Tabbal2025_by_codex_20260127153712.json
WARN	3	See details	DE_v12_Verdi2023_by_gemini_20260127102727.json
WARN	3	See details	DE_v12_Vieira2025_by_gemini_20260127102937.json
WARN	3	See details	DE_v12_VillalonReina2024_by_gemini_20260127103133.json
WARN	3	See details	DE_v12_Wang2023_by_claude_20260127165126.json
WARN	3	See details	DE_v12_Wang2023_by_codex_20260127170512757.json
FAIL	2	See details	DE_v12_Wen2025_by_claude_20260127165256.json
WARN	3	See details	DE_v12_Wen2025_by_codex_20260127170619291.json
WARN	3	See details	DE_v12_Wolfers2018_by_gemini_20260127105339.json
FAIL	2	See details	DE_v12_Wolfers2021_by_claude_20260127165417.json
WARN	3	See details	DE_v12_Wolfers2021_by_codex_20260127170701824.json
WARN	3	See details	DE_v12_Worker2023_by_claude_20260127165510.json
WARN	3	See details	DE_v12_Worker2023_by_codex_20260127170811197.json
WARN	3	See details	DE_v12_Wu2023_by_claude_20260127165625.json
WARN	3	See details	DE_v12_Wu2023_by_codex_20260127170927494.json
WARN	3	See details	DE_v12_Wu2024_by_claude_20260127165726.json
WARN	3	See details	DE_v12_Wu2024_by_codex_20260127171031401.json
WARN	3	See details	DE_v12_Xiao2024_by_claude_20260127165855.json
WARN	3	See details	DE_v12_Xiao2024_by_codex_20260122110537.json
WARN	3	See details	DE_v12_Yang2025_by_claude_20260127170016.json
WARN	3	See details	DE_v12_Yang2025_by_codex_20260122110710.json
WARN	3	See details	DE_v12_Young2024_by_codex_20260122110814.json
WARN	3	See details	DE_v12_Yu2024_by_codex_20260122110930.json
WARN	3	See details	DE_v12_Zabihi2019_by_codex_20260122103233.json
WARN	3	See details	DE_v12_Zabihi2020_by_codex_20260122103518.json
WARN	3	See details	DE_v12_Zhang2022_by_codex_20260122103630.json
WARN	3	See details	DE_v12_Zhang2023_by_codex_20260122103852.json
WARN	3	See details	DE_v12_Zheng2024_by_codex_20260122104010.json
WARN	3	See details	DE_v12_Zheng2024_by_gemini_20260127110327.json
