result	issues	notes	file
WARN	5	See details	DE_v11_Gimbel2025_by_codex_20260121223847.json
WARN	5	See details	DE_v11_Gordaliza2024_by_codex_20260121224043.json
WARN	5	See details	DE_v11_Haas2024_by_codex_20260121224213.json
WARN	5	See details	DE_v11_Han2023_by_codex_20260121224425.json
WARN	5	See details	DE_v11_Han2024A_by_codex_20260121224720.json
WARN	5	See details	DE_v11_Han2024B_by_codex_20260121224930.json
WARN	5	See details	DE_v11_Haukvik2025_by_codex_20260121225058.json
WARN	5	See details	DE_v11_Holz2023_by_codex_20260121225238.json
WARN	8	See details	DE_v11_Hua2025_by_codex_20260121225509.json
WARN	5	See details	DE_v11_Huang2024_by_codex_20260121225733.json
WARN	5	See details	DE_v11_Huo2024_by_codex_20260121230051.json
WARN	5	See details	DE_v11_Ilioska2024_by_codex_20260121010520.json
WARN	5	See details	DE_v11_Italinna2023_by_codex_20260121010652.json
WARN	5	See details	DE_v11_Jalbrzikowski2019_by_codex_20260121010838.json
WARN	5	See details	DE_v11_Janahi2022_by_codex_20260121011027.json
WARN	5	See details	DE_v11_Janssen2021_by_codex_20260121011244.json
WARN	5	See details	DE_v11_Janssen2024_by_codex_20260121011418.json
WARN	5	See details	DE_v11_Ji2023_by_codex_20260121011809.json
WARN	5	See details	DE_v11_Jia2024_by_codex_20260121012019.json
WARN	5	See details	DE_v11_Jia2025_by_codex_20260121012225.json
WARN	5	See details	DE_v11_Jiang2024_by_codex_20260121012429.json
WARN	5	See details	DE_v11_Jing2023_by_codex_20260121012709.json
WARN	5	See details	DE_v11_Joo2024_by_codex_20260121012957.json
WARN	5	See details	DE_v11_Kasper2024_by_codex_20260121013143.json
WARN	5	See details	DE_v11_Kia2022_by_codex_20260121013325.json
WARN	5	See details	DE_v11_Kim2023_by_codex_20260121013659.json
WARN	5	See details	DE_v11_Kim2024_by_codex_20260121013944.json
WARN	5	See details	DE_v11_Kobbersmed2025_by_codex_20260121014223.json
WARN	5	See details	DE_v11_Kumar2024_by_codex_20260121014358.json
WARN	5	See details	DE_v11_Kumar2025_by_codex_20260121014624.json
WARN	5	See details	DE_v11_Laidi2022_by_codex_20260121014835.json
WARN	5	See details	DE_v11_Lamsma2024_by_codex_20260121014955.json
WARN	5	See details	DE_v11_Lawn2024_by_codex_20260121015109.json
WARN	5	See details	DE_v11_Lee2025_by_codex_20260121015306.json
WARN	5	See details	DE_v11_Leenings2024_by_codex_20260121015532.json
WARN	5	See details	DE_v11_Leiberg2023_by_codex_20260121015743.json
WARN	7	See details	DE_v11_Lin2023_by_codex_20260121015944.json
WARN	5	See details	DE_v11_Lin2024_by_codex_20260121020130.json
WARN	5	See details	DE_v11_Little2024_by_codex_20260121020419.json
WARN	5	See details	DE_v11_Little2025_by_codex_20260121020633.json
WARN	5	See details	DE_v11_Liu2024_by_codex_20260121021003.json
WARN	5	See details	DE_v11_Looden2022_by_codex_20260121021333.json
WARN	5	See details	DE_v11_Loreto2024_by_codex_20260121021523.json
WARN	5	See details	DE_v11_Lv2021_by_codex_20260121021939.json
WARN	5	See details	DE_v11_Ma2024_by_codex_20260121022121.json
WARN	5	See details	DE_v11_Mansour2025_by_codex_20260121022248.json
WARN	5	See details	DE_v11_Mao2025_by_codex_20260121022538.json
WARN	5	See details	DE_v11_Martin2025_by_codex_20260121022715.json
WARN	5	See details	DE_v11_Meijer2024_by_codex_20260121022901.json
WARN	5	See details	DE_v11_Mendes2024_by_codex_20260121023058.json
WARN	9	See details	DE_v11_OliveiraSaraiva2023_by_gemini_20260121010333.json
WARN	5	See details	DE_v11_Parkes2021_by_gemini_20260121010833.json
WARN	5	See details	DE_v11_Pinaya2019_by_gemini_20260121011336.json
WARN	5	See details	DE_v11_Pinaya2021_by_gemini_20260121012403.json
WARN	5	See details	DE_v11_RehakBuckova2025_by_gemini_20260122102911.json
WARN	5	See details	DE_v11_Remiszewski2022_by_gemini_20260121013828.json
WARN	5	See details	DE_v11_Romascano2024_by_gemini_20260121014547.json
WARN	5	See details	DE_v11_Rutherford2022_by_gemini_20260121015305.json
WARN	5	See details	DE_v11_Rutherford2023_by_gemini_20260122104023.json
WARN	5	See details	DE_v11_Sampaio2025_by_gemini_20260121021012.json
WARN	5	See details	DE_v11_Savage2024_by_gemini_20260121021228.json
WARN	5	See details	DE_v11_Segal2023_by_gemini_20260122104726.json
WARN	5	See details	DE_v11_Segal2025_by_gemini_20260121022414.json
WARN	5	See details	DE_v11_Shan2022_by_gemini_20260121022634.json
WARN	9	See details	DE_v11_Sun2023_by_gemini_20260121023248.json
FAIL	2	See details	DE_v11_Sun2025_by_gemini_20260121023735.json
WARN	5	See details	DE_v11_Tabbal2025_by_gemini_20260121024028.json
WARN	5	See details	DE_v11_Thukral2024_by_gemini_20260121024347.json
WARN	5	See details	DE_v11_Tong2024_by_gemini_20260123154814.json
WARN	5	See details	DE_v11_Verdi2023_by_gemini_20260123155346.json
WARN	5	See details	DE_v11_Verdi2024_by_gemini_20260123155614.json
WARN	5	See details	DE_v11_Vieira2025_by_gemini_20260123155912.json
FAIL	2	See details	DE_v11_VillalonReina2024_by_gemini_20260121024832.json
WARN	9	See details	DE_v11_Wang2023_by_gemini_20260123160249.json
FAIL	2	See details	DE_v11_Wen2025_by_gemini_20260123160456.json
WARN	5	See details	DE_v11_Wolfers2018_by_gemini_20260123161025.json
WARN	5	See details	DE_v11_Wolfers2020_by_gemini_20260123161227.json
WARN	5	See details	DE_v11_Wolfers2021_by_gemini_20260123161414.json
WARN	5	See details	DE_v11_Worker2023_by_gemini_20260123161714.json
FAIL	2	See details	DE_v11_Wu2023_by_gemini_20260121025500.json
WARN	5	See details	DE_v11_Wu2024_by_gemini_20260123161957.json
WARN	5	See details	DE_v11_Yang2025_by_codex_20260122105050.json
WARN	9	See details	DE_v11_Yang2025_by_gemini_20260123162805.json
WARN	5	See details	DE_v11_Young2024_by_codex_20260122105322.json
FAIL	2	See details	DE_v11_Young2024_by_gemini_20260123163601.json
WARN	5	See details	DE_v11_Yu2024_by_codex_20260122105543.json
FAIL	2	See details	DE_v11_Yu2024_by_gemini_20260123164422.json
WARN	5	See details	DE_v11_Zabihi2019_by_codex_20260122105730.json
WARN	5	See details	DE_v11_Zabihi2019_by_gemini_20260123165025.json
WARN	5	See details	DE_v11_Zabihi2020_by_codex_20260122105832.json
WARN	9	See details	DE_v11_Zabihi2020_by_gemini_20260123165541.json
WARN	5	See details	DE_v11_Zhang2022_by_codex_20260122105940.json
FAIL	2	See details	DE_v11_Zhang2022_by_gemini_20260127100919.json
WARN	5	See details	DE_v11_Zhang2023_by_codex_20260122110106.json
FAIL	2	See details	DE_v11_Zhang2023_by_gemini_20260121030351.json
WARN	5	See details	DE_v11_Zheng2024_by_codex_20260122110306.json
FAIL	2	See details	DE_v11_Zheng2024_by_gemini_20260127101522.json
